nomvar,ip1,ip3,usage,origin,pack,date,short_fr_desc,short_en_desc,long_fr_desc,long_en_desc,type,units,precision,min,max,magnitude,value,meaning_fr,meaning_en
IUVA,,,current,ARQI,9,2019-03-01,Prévision numérique de l'indice UV derivé de la prévision modèle des conditions météorologiques,Model predicted UV Index derived from the model predicted meteorological conditions,"Indice Ultraviolet (UV) (sans unité) dérivé de la prévision numérique de l'irradiance solaire UV atteignant la surface et sujet à la prévision des conditions météorologiques, c'est-à-dire calculé à partir de FATB. Les indices UV finaux aux stations (si pas sur une grille de modèle) résultant de post-traitement de IUVC ou IUVA prenant en compte la prévision des conditions meteorologiques finales seraient identifiées par IUV.","Ultraviolet (UV) Index (unitless) derived from the model predicted UV solar irradiance reaching the surface and subject to model predicted meteorological conditions, i.e., calculated from FATB. The final UV Index values at stations (if not on a model grid) resulting from post-processing of IUVC and or IUVA to account for the final meteorological forecast conditions would be identified as IUV.",real,nil,,0.0,30.0,,,,
UVAX,,,current,ARQI,9,2020-02-15,Maximum journalier de la prévision modèle de l’indice UV (IUVA).,Daily maximum of the model predicted UV Index (IUVA).,Maximum journalier de la prévision modèle de l’indice UV (IUVA). La période couverte est identifiée par IP2 et IP3 indiquant les heures de fin et début à partir du temps de lancement de la prévision.,Daily maximum of the model predicted UV Index (IUVA). The period covered is identified by IP2 and IP3 giving the end and beginning hours from the launch time of the forecast.,real,nil,,0.0,30.0,,,,
O3DU,,,current,ARQI,14,2019-03-01,Intégrale verticale de l'ozone (unites Dobson),Vertically integrated ozone (Dobson units),La quantité integrée est en unités Dobson (DU) qui est la mesure de l'épaisseur de l'ozone (par increments de 10 um) à la temperature et la pression standard (STP).,"The vertically integrated quantity is in Dobson units (DU), which is a measure of ozone thickness (in units of 10 um) at standard temperature and pressure conditions (STP).",real,DU,,0.0,1000.0,,,,
EO,,,current,CMDW,,2018-10-10,Flux UV initial par ciel clair,Clear-sky raw UV flux,,,real,mW m-2,,,,,,,
EE,,,current,CMDW,,2018-10-10,Flux UV par ciel clair corrigé pour neige et altitude,Snow and altitude corrected clear-sky UV flux,Flux UV par ciel clair corrigé pour l'albedo de la neige et l'altitude.,Clear-sky UV flux corrected for snow albedo and latitude.,real,mW m-2,,,,,,,
EF,,,current,CMDW,,2018-10-10,"Flux UV par ciel clair corrigé pour neige, altitude et angle Brewer","Snow, altitude, and Brewer angle corrected clear-sky UV flux","Flux UV par ciel clair corrigé pour l'albedo de la neige, l'altitude et réponse angulaire Brewer.","Clear-sky UV flux corrected for snow albedo, latitude, and Brewer angular response.",real,mW m-2,,,,,,,
BPAA,,,current,GEM-MACH,32,2017-01-31,Emissions de C4+ alcanes biogènes,C4+ alkane biogenic emissions,Emissions de C4+ alcanes biogènes modulées par les conditions atmosphériques,C4+ alkane biogenic emissions modulated by meteorology,real,g/s,,,,,,,
BPAE,,,current,GEM-MACH,32,2017-01-31,Emissions de C4+ alcènes biogènes,C4+ alkene biogenic emissions,Emissions de C4+ alcènes biogènes modulées par les conditions atmosphériques,C4+ alkene biogenic emissions modulated by meteorology,real,g/s,,,,,,,
BPIO,,,current,GEM-MACH,32,2017-01-31,Emissions d'isoprène biogènes,Isoprene biogenic emissions,Emissions d'isoprène biogènes modulées par les conditions atmosphériques,Isoprene biogenic emissions modulated by meteorology,real,g/s,,,,,,,
DSO2,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de SO2,SO2 dry deposition,Flux de dépôt sec accumulé de SO2,Accumulated SO2 dry deposition flux,real,µmoles/m²,,,,,,,
DNO,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de NO,NO dry deposition,Flux de dépôt sec accumulé de NO,Accumulated NO dry deposition flux,real,µmoles/m²,,,,,,,
DNO2,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de NO2,NO2 dry deposition,Flux de dépôt sec accumulé de NO2,Accumulated NO2 dry deposition flux,real,µmoles/m²,,,,,,,
DO3,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de O3,O3 dry deposition,Flux de dépôt sec accumulé de O3,Accumulated O3 dry deposition flux,real,µmoles/m²,,,,,,,
DHN3,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de HNO3,HNO3 dry deposition,Flux de dépôt sec accumulé de HNO3,Accumulated HNO3 dry deposition flux,real,µmoles/m²,,,,,,,
DHNO,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de HONO,HONO dry deposition,Flux de dépôt sec accumulé de HONO,Accumulated HONO dry deposition flux,real,µmoles/m²,,,,,,,
DPAN,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de PAN,PAN dry deposition,Flux de dépôt sec accumulé de PAN,Accumulated PAN dry deposition flux,real,µmoles/m²,,,,,,,
DRN3,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de RNO3,RNO3 dry deposition,Flux de dépôt sec accumulé de RNO3,Accumulated RNO3 dry deposition flux,real,µmoles/m²,,,,,,,
DNH3,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de NH3,NH3 dry deposition,Flux de dépôt sec accumulé de NH3,Accumulated NH3 dry deposition flux,real,µmoles/m²,,,,,,,
DH22,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de H2O2,H2O2 dry deposition,Flux de dépôt sec accumulé de H2O2,Accumulated H2O2 dry deposition flux,real,µmoles/m²,,,,,,,
DHCH,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de HCHO,HCHO dry deposition,Flux de dépôt sec accumulé de HCHO,Accumulated HCHO dry deposition flux,real,µmoles/m²,,,,,,,
DSU,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-sulfate (SO4),p-sulphate (SO4) dry deposition,Flux de dépôt sec accumulé de particules de sulfate (SO4) (toutes les tailles),Accumulated particulate sulphate (SO4) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DNI,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-nitrate (NO3),p-nitrate (NO3) dry deposition,Flux de dépôt sec accumulé de particules de nitrate (NO3) (toutes les tailles),Accumulated particulate nitrate (NO3) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DAM,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-ammonium (NH4),p-ammonium (NH4) dry deposition,Flux de dépôt sec accumulé de particules d'ammonium (NH4) (toutes les tailles),Accumulated particulate ammonium (NH4) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DCM,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-matière crustale (CM),p-crustal material (CM) dry deposition,Flux de dépôt sec accumulé de particules de matière crustale (CM) (toutes les tailles),Accumulated particulate crustal material (CM) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DEC,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-carbone élémenatire (EC),p-elemental carbon (EC) dry deposition,Flux de dépôt sec accumulé de particules de carbone élémentaire (EC) (toutes les tailles),Accumulated particulate elemental carbon (EC) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DPOM,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-matière organique primaire (POM),p-primary organic matter (POM) dry deposition,Flux de dépôt sec accumulé de particules de matière organique primaire (POM) (toutes les tailles),Accumulated particulate primary organic matter (POM) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DSOM,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-matière organique secondaire (SOM),p-secondary organic matter (SOM) dry deposition,Flux de dépôt sec accumulé de particules de matière organique secondaire (SOM) (toutes les tailles),Accumulated particulate secondary organic matter (SOM) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
DSS,,,current,GEM-MACH,32,2017-01-31,Dépôt sec de p-sel marin (SS),p-sea salt (SS) dry deposition,Flux de dépôt sec accumulé de particules de sel marin (SS) (toutes les tailles),Accumulated particulate sea salt (SS) dry deposition flux (all sizes),real,µmoles/m²,,,,,,,
S2RB,,,current,GEM-MACH,,2017-01-31,Résistance à la diffusion moléculaire de SO2,SO2 molecular diffusion resistance,,,real,s/m,,,,,,,
S2RC,,,current,GEM-MACH,,2017-01-31,Résistance totale de surface du SO2,SO2 total surface resistance,,,real,s/m,,,,,,,
WSO3,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de SO2 (comme ion bisulphite HSO3-),SO2 wet deposition (as bisulphite ion HSO3-),Flux de dépôt humide accumulé de SO2 (comme ion bisulphite HSO3-),Accumulated SO2 wet deposition flux (as bisulphite ion HSO3-),real,µmoles/m²,,,,,,,
WSO4,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de SO4,SO4 wet deposition,Flux de dépôt humide accumulé de SO4,Accumulated SO4 wet deposition flux,real,µmoles/m²,,,,,,,
WNO3,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de NO3 total,Total NO3 wet deposition,Flux de dépôt humide accumulé de NO3 total (HNO3 + p-NO3),Accumulated total NO3 wet deposition flux (HNO3 + p-NO3),real,µmoles/m²,,,,,,,
WNH4,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de NH4 total,Total NH4 wet deposition,Flux de dépôt humide accumulé de NH4 total (NH3 + p-NH4),Accumulated total NH4 wet deposition flux (NH3 + p-NH4),real,µmoles/m²,,,,,,,
WCM,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de p-matière crustale (CM),p-crustal material (CM) wet deposition,Flux de dépôt humide accumulé de particules de matière crustale (CM),Accumulated particulate crustal material (CM) wet deposition flux,real,µmoles/m²,,,,,,,
WEC,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de p-carbone élémentaire (EC),p-elemental carbon (EC) wet deposition,Flux de dépôt humide accumulé de particules de carbone élémentaire (EC),Accumulated particulate elemental carbon (EC) wet deposition flux,real,µmoles/m²,,,,,,,
WPOM,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de p-matière organique primaire (POM),p-primary organic matter (POM) wet deposition,Flux de dépôt humide accumulé de particules de matière organique primaire (POM),Accumulated particulate primary organic matter (POM) wet deposition flux,real,µmoles/m²,,,,,,,
WSOM,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de p-matière organique secondaire (SOM),p-secondary organic matter (SOM) wet deposition,Flux de dépôt humide accumulé de particules de matière organique secondaire (SOM),Accumulated particulate secondary organic matter (SOM) wet deposition flux,real,µmoles/m²,,,,,,,
WSS,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de p-sel marin (SS),p-sea salt (SS) wet deposition,Flux de dépôt humide accumulé de particules de sel marin (SS),Accumulated particulate sea salt (SS) wet deposition flux,real,µmoles/m²,,,,,,,
WH22,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de H2O2,H2O2 wet deposition,Flux de dépôt humide accumulé de H2O2,Accumulated H2O2 wet deposition flux,real,µmoles/m²,,,,,,,
WROO,,,current,GEM-MACH,32,2017-01-31,Dépôt humide de ROOH,ROOH wet deposition,Flux de dépôt humide accumulé de ROOH,Accumulated ROOH wet deposition flux,real,µmoles/m²,,,,,,,
VAF,,,current,GEM-MACH,,2017-01-31,Vitesse de dépôt de PM2.5,PM2.5 deposition velocity,,,real,m/s,,,,,,,
VACF,,,current,GEM-MACH,,2017-01-31,Vitesse de dépôt de la fraction de PM grossière,PM-coarse fraction deposition velocity,Vitesse de dépôt de PM10-PM2.5,"PM10-PM2.5 (i.e., PM coarse fraction) deposition velocity",real,m/s,,,,,,,
VSO2,,,current,GEM-MACH,,2017-01-31,Vitesse de dépôt de SO2,SO2 deposition velocity,,,real,m/s,,,,,,,
C0@1,,,current,CaLDAS,,2014-12-08,Covariance de I0 et I1,Covariance of I0 and I1,La valeur de ip1 correspond au niveau de I0 considéré dans le calcul de la covariance. La valeur de ip3 correspond au niveau de I1 considéré dans le calcul de la covariance,The value of ip1 corresponds to the level of I0 considered in the calculation of the covariance. The value of ip3 corresponds to the level of I1 considered in the calculation of the covariance,real,K(m³/m³),,,,,,,
CT@D,,,current,CaLDAS,,2014-12-08,Covariance de TT et TD au niveau de l'abri (1.5 m),Covariance of screen-level TT and TD (1.5 m),,,real,K²,,,,,,,
K0@D,,,current,CaLDAS,,2014-12-08,Elément de la matrice de gain reliant I0 et TD,Gain matrix element linking I0 and TD,Coefficient reliant l'incrément de I0 à l'innovation de TD au niveau de l'abri (1.5 m). La valeur de ip1 correspond au niveau de I0 considéré dans le calcul du coefficient.,Coefficient linking the increment of I0 to the innovation of screen-level TT (1.5 m). The value of ip1 corresponds to the level of I0 considered in the calculation of the coefficient,real,K/K,,,,,,,
K0@T,,,current,CaLDAS,,2014-12-08,Elément de la matrice de gain reliant I0 et TT,Gain matrix element linking I0 and TT,Coefficient reliant l'incrément de I0 à l'innovation de TT au niveau de l'abri (1.5 m). La valeur de ip1 correspond au niveau de I0 considéré dans le calcul du coefficient.,Coefficient linking the increment of I0 to the innovation of screen-level TT (1.5 m). The value of ip1 corresponds to the level of I0 considered in the calculation of the coefficient.,real,K/K,,,,,,,
K1@D,,,current,CaLDAS,,2014-12-08,Elément de la matrice de gain reliant I1 et TD,Gain matrix element linking I1 and TD,Coefficient reliant l'incrément de I1 à l'innovation de TD au niveau de l'abri (1.5 m). La valeur de ip1 correspond au niveau de I1 considéré dans le calcul du coefficient.,Coefficient linking the increment of I1 to the innovation of screen-level TD (1.5 m). The value of ip1 corresponds to the level of I1 considered in the calculation of the coefficient.,real,(m³/m³)/K,,,,,,,
K1@T,,,current,CaLDAS,,2014-12-08,Elément de la matrice de gain reliant I1 et TT,Gain matrix element linking I1 and TT,Coefficient reliant l'incrément de I1 à l'innovation de TT au niveau de l'abri (1.5 m). La valeur de ip1 correspond au niveau de I1 considéré dans le calcul du coefficient.,Coefficient linking the increment of I1 to the innovation of screen-level TT (1.5 m). The value of ip1 corresponds to the level of I1 considered in the calculation of the coefficient,real,(m³/m³)/K,,,,,,,
